venue,pool,created_at,result,reason,observed_swap_count,activity_replay_complete,symbol,lp_protection,liquidity_usd,quote_principal_usd,dex_swap_fee_percentage
uniswap-v4,0x7172f86c67c06d98a95050b6128452abdbbd2b8345c38464ad4e6b62c829ea10,2026-09-20T14:31:39+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x88a55b9be9bcd2f0b2b1a4c690bc9eaad4ca36c8a8b497f02fef605c2fbcc189,2026-09-20T14:31:43+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x7193f5f916a3bf21a2bfd34893b1011457712d0628ff4b917ab482370521e031,2026-09-20T14:31:51+00:00,unresolved,liquidity_history_gap,4,False,,,,,
uniswap-v4,0x2eceebf820639b6106712563562fe1f77cdc19d84a4d5b8180fc1d2e52d1f1fa,2026-09-20T14:32:37+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xa74d2964bf6241114a27c279c398a2fafe2f342ba4df7b159a29cf54f72d3593,2026-09-20T14:32:53+00:00,unresolved,activity_gap_and_other_conditions_unverified,5,False,,,,,
uniswap-v4,0xb467449cb503531a8ea6beab35c93cf9b23e8b4ae375bb06206022d81c6b5aed,2026-09-20T14:32:53+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0x090819526d92a31f4a4fdbd88fc48339a303df99a9ae449447ddfd19a1bb546e,2026-09-20T14:33:47+00:00,unresolved,activity_gap_and_other_conditions_unverified,4,False,,,,,
uniswap-v4,0x287ec1d1de9aee8c65f8a79f3936753159e8d06b86b01f8290fd2a1237034b06,2026-09-20T14:34:41+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x2e4780894856442c7a5200e0bb06acd5df0d73318f6ab51473e89bbc9d48f60b,2026-09-20T14:34:51+00:00,excluded,positive_lp_share_withdrawal_succeeded,4,False,,,,,
uniswap-v4,0x726527cfec080900ff051bd6c75d0d78adbfcdead2b1c677aa6cb5e8705a7a78,2026-09-20T14:37:25+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x19511fc7bbccd87e15953d47002ed82240b6620df245952c418c00ee57cd56b8,2026-09-20T14:37:43+00:00,unresolved,activity_gap_and_other_conditions_unverified,5,False,,,,,
uniswap-v4,0x38422d2c177016df18e5b68a4fe2656f7d81b41e501d60d6ab8c14b459302fb3,2026-09-20T14:37:47+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xac59f95b89304a8c03c92da0553ea35f546d382edca797be323df706f39da2a2,2026-09-20T14:38:01+00:00,unresolved,activity_gap_and_other_conditions_unverified,9,False,,,,,
uniswap-v4,0xae1746252b55c489a9622efced22bfe15a0a1f17c59278e99a2183453bdc0789,2026-09-20T14:38:05+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x0f06d8bd6c9b2485e14bd9b4a69e296cd63af957461f6d0e08f3258f8ef8528a,2026-09-20T14:38:29+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0xec365f203767f06e6b84756c0e1f66d3742d21b81df9427800b3d22f4ea82457,2026-09-20T14:38:53+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x3c6d72f85e0c0f5b8586f7d917b3945b8c390b4baa7258c51a4e61c86eb0162b,2026-09-20T14:39:09+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xc94457df34c75612062b1b5ce7278b79d1f97ced12623ff7267c0bf2614b2381,2026-09-20T14:39:27+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0x62012a562679f5a5b100c62056d85d1c3d50386e970a3d4f781b6bda0b130acc,2026-09-20T14:40:31+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x28f52e3fa09979ef06a0af95bd3e5dc667e081c2dce9f12e7fbe0ad5ac20c9dd,2026-09-20T14:40:35+00:00,unresolved,activity_gap_and_other_conditions_unverified,209,False,,,,,
uniswap-v4,0x4eaf03d48d569e848ff7cab8992c281e96886c5680c7a2d58df2837ff8747a18,2026-09-20T14:40:45+00:00,unresolved,activity_gap_and_other_conditions_unverified,2,False,,,,,
uniswap-v4,0xd0df5cbd2c86b8a6cc6d4420e5f0bb0680a1099b553365b3c175abf1ce70e855,2026-09-20T14:40:53+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xfde01592a5e7d2743cd417e9b8e0cdf00c9d08ddb0d359ca939e3bf345d4379d,2026-09-20T14:41:21+00:00,unresolved,activity_gap_and_other_conditions_unverified,14,False,,,,,
uniswap-v4,0x6ce63e114a56c2868cb8bbd7e5ae0406cf3871147e51f59fd01bf12fbd275c59,2026-09-20T14:41:31+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xeb6b07e6fcb332ffc6bbf77a7453b11992b20c5ce678131d1e73bcfb3ef1bd32,2026-09-20T14:41:55+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x5b3e73985ff7e431b2d7a6c10c2a166ccf633449cb8eba88077fe0beb6ef66d6,2026-09-20T14:41:59+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x70b2849f4b897108d6af00907c3470e74211c573e4f627f3a54fe807943181bc,2026-09-20T14:42:01+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xd91a95d104ce707a3e05595ada891b17542db16936c67098d2ed192565bcf509,2026-09-20T14:42:13+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0x73b6b32434e872305963c1105af31985483fc778c0bcf949a755c2829293b520,2026-09-20T14:42:13+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xd4c64c6feda7e93ff8c9af6e3d65f95d5af5ea85912d34bb7049df680287192e,2026-09-20T14:42:29+00:00,unresolved,activity_gap_and_other_conditions_unverified,133,False,,,,,
uniswap-v4,0x2e1097f91e2e694edee0bd6ae94c0fd28e1eebdcf97bb6900fe7773a994794fc,2026-09-20T14:42:35+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x04a37b75e1bd0fe26d65fa895d1eeaccae70d5a9583cef8eacc9bc7c0fa2d9ab,2026-09-20T14:42:39+00:00,unresolved,activity_gap_and_other_conditions_unverified,132,False,,,,,
uniswap-v4,0x928c24de4f245f6ed605c508529adf435e527c929d1d5cfce82899226ab90037,2026-09-20T14:42:43+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x7e7582322cf802f82e5bd6319e54a01d88807057b699f09d2498cd713a233ea3,2026-09-20T14:42:45+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xf45d5b9e295c94a1710cb7ae5606bf4ac4fd3edf61d5be0abb519d3c9fb79ce4,2026-09-20T14:42:55+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xde3ebd88a3fe0e81d64082683e0465d19787c274689fdf68658aa3795f437cfe,2026-09-20T14:43:05+00:00,unresolved,activity_gap_and_other_conditions_unverified,5,False,,,,,
uniswap-v4,0xf131913df1284fa9287e7625f2acc93ea906b59bfa342c0e792602e8255898c7,2026-09-20T14:43:27+00:00,unresolved,activity_gap_and_other_conditions_unverified,250,False,,,,,
uniswap-v4,0x3f9e38094f07c5f271c030c006628c4ae3e80cefade4c4a2a1d84f03f092a530,2026-09-20T14:43:47+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xa50f223bf2dd3dfdc5473dcee6824a5cb7b2641208c9dfd48c0926d02b0a87c5,2026-09-20T14:43:49+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x7c200e2906e0a8e2c14704976e73081c8f28a64870749a925f4472c1a70dca28,2026-09-20T14:44:05+00:00,unresolved,activity_gap_and_other_conditions_unverified,2,False,,,,,
uniswap-v4,0x2d12dc01ef2a49b3fd36f02cfc42ca456150e04ea01fcd76409094986b1cf55e,2026-09-20T14:44:31+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xfa81881b99fb17767b82c1aaa3216572f8ef87fc178a58833c582a407a7a25a9,2026-09-20T14:44:37+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x14a37123ebfcff9f466b0920f68877499cf69c044836ac9de66febe67559e56e,2026-09-20T14:44:39+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x4c6c61460a8925298b75f683cd5abb592cb66e986c3beba283f2e7895b80320a,2026-09-20T14:44:43+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x6960e5a75d3721238aee207aa4a237b1c7d42fd103b399e7681af21476698b64,2026-09-20T14:45:11+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x247ac7bc6c52deaa7349697a656b9e7455471e4883c638d25ffbc1dbe356fa52,2026-09-20T14:45:15+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0x226b01e4d06537402d34cc9722766930699e59d902404a61243964ed523af419,2026-09-20T14:46:25+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x9d3162823cbb6968f413f1692265d45b2eee4874d806ffb436975e59fb29e72d,2026-09-20T14:46:31+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xa3295e8e39de2b1016bb7940a846f06cbab2094b20bdfb5f84c635fefd74cef9,2026-09-20T14:47:33+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xd88e1ef4dfccb33218e3d00f646c9639678100979fc473d39e26f1e2f0e9762d,2026-09-20T14:48:17+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x96f415f2ec2315afc8b17284917dd72bf4473e60d69bce41b4f7e869613c9b19,2026-09-20T14:49:13+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xda390d41bf7153cdd7bd164d7ccbb70739b500b9b9e8dc76cea17ac674e27b61,2026-09-20T14:49:43+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xb6a073a3df073b923dca4cede13b43e7406a5948f5d101b43fdbfaa193948004,2026-09-20T14:50:39+00:00,excluded,positive_lp_share_withdrawal_succeeded,2,False,,,,,
uniswap-v4,0xb95b50571cf0fc67aaab0056d2260a90b38e488aee233429f669064c9de988c5,2026-09-20T14:50:45+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0x34ea4c4eae25511773f6ebc466c8199fee83e6537679968fb8672c0713f1db2c,2026-09-20T14:52:05+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0x721b1905fb78d5f31cd2ffeaac805638f69365cbec4dacb67a934ce940dc4678,2026-09-20T14:52:41+00:00,unresolved,activity_gap_and_other_conditions_unverified,55,False,,,,,
uniswap-v4,0xfa658d07186f15fb9b5f3e9d565f2b3a05e08d31b3ecac83a81b015f495d07de,2026-09-20T14:53:03+00:00,unresolved,activity_gap_and_other_conditions_unverified,5,False,,,,,
uniswap-v4,0x0afbc151281d1dacdf76c5c6e8ca28cc4dcdabb0320eb86e6185ae5e4d73e1d3,2026-09-20T14:54:21+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xaa74f9ee8b2a430e0d7be68be29be310002b0fb669b35eeb8a46568cde7eb379,2026-09-20T14:54:47+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x0e927a84d83766a5e2fd1e61d6db5c7110b9e1318e5fb8ae39289c4b435a7444,2026-09-20T14:55:13+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x0e16ae0bda42e4d08835de094506b756c06bc964f5fb6d9ec55dd7acb4565563,2026-09-20T14:55:17+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xdf8964781377b5a39599bbe70d4a91a217f771c19fb734d6f56e2129e8dd41dc,2026-09-20T14:56:15+00:00,unresolved,activity_gap_and_other_conditions_unverified,175,False,,,,,
uniswap-v4,0xa5d78553eeb93bc1aebbab5d02d023f93563b47317e693fef98b7b4e445b30c9,2026-09-20T14:56:27+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xcd86f5556f8d68a67b6fbdd98dac6114ae870415db9606dfec7d06d7928e9519,2026-09-20T14:56:51+00:00,unresolved,activity_gap_and_other_conditions_unverified,504,False,,,,,
uniswap-v4,0x1d537150bbe7e1743b81af88cf6907c70ceb6befaefce3b3b124ba063453b4f3,2026-09-20T14:57:09+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x5cb154b2ac4485b40780d6adec85e88672b34b9f3646a9716775bd14b50203b3,2026-09-20T14:57:13+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0x3a2a5de4c90d4be615b490f34803ac896062467ba1b3277549a98828e26debb9,2026-09-20T14:58:05+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xeb5b97ef757d39436b63428455bc7bdc12bfac15be183ac148075bad79152184,2026-09-20T14:58:37+00:00,unresolved,activity_gap_and_other_conditions_unverified,305,False,,,,,
uniswap-v4,0x9ba2c8247b09e06a5de8cf6293170a4205d0921e128a5e7709e9b1b55a4d5992,2026-09-20T15:00:09+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x665925340c000a484f9c81a875db5dc1c2b483079a34d84da8b414a783e34a01,2026-09-20T15:00:15+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x10599428a2ae2fb244b13f06ae89c81c25d7bf3d4d1e0f418468717b61426b8a,2026-09-20T15:00:17+00:00,excluded,positive_lp_share_withdrawal_succeeded,1,False,,,,,
uniswap-v4,0x5a3e3ebf04886335e7498f4179b5e1a45fd08d6dea000607f510697a2c5e12f4,2026-09-20T15:00:19+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0xfc9e1b91ef5a67d6cbc3cc2e072260fa13f5922732df9e715acccac78f810bcd,2026-09-20T15:00:21+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x1d8959efd82a9df1150c89111be732b2b50a2d2a932d5fb96fd857790663e87b,2026-09-20T15:00:25+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0xe383dc129e83fd7bf93ad3b5a8a832b17b6463c89e4c1f83c5873ca19249f915,2026-09-20T15:00:47+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x5c858ed6f6489947b8dc27f25648381bdc835d3858b21f288dcab1abcb2e3ea7,2026-09-20T15:00:51+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x2b5b290507a1f32027424bbb9689f076c5f8a211f116b8bdd9d11d7fe2f07678,2026-09-20T15:01:09+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x33a27d19aa87e2aa65c8630c3590271f1e57c3495ff4e6af176a4badac951a24,2026-09-20T15:01:13+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xe445f0d54f1fd0dc9d68a338cf9c86b69b5432202fe6d35bb40c450208bf3488,2026-09-20T15:01:41+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x9a776c24086df2eadb0a23ea52f27de6d701502d3ed0c863c1d6c15348f650df,2026-09-20T15:02:07+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x703840a55c14c4a9f93766ebc60070d976fb9bebd296647decd0005c78371e41,2026-09-20T15:02:55+00:00,unresolved,activity_gap_and_other_conditions_unverified,5,False,,,,,
uniswap-v4,0x1e49dfe2df237398fe6ca5b63a7b4093d88a51d036d91c8bcf19fcf46efa8148,2026-09-20T15:03:01+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x94e9e7d51acf9c23604175aeb7d98b872e0b6c0fa22dbef86c03363a4fe62bea,2026-09-20T15:03:07+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xf4ca38df62050ad60248323b47a10080ea65705dae98341a3c52eb2f43b8d02d,2026-09-20T15:06:03+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x6b6afd2dbef2382cf739cbfbef6fd62659ef060966006e2a63f1f6f6b3570697,2026-09-20T15:06:07+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x524488d49a273f22a4d951182ef577ca8094f0dc44af7c99679a76bffdcdc2e5,2026-09-20T15:06:27+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0x2e71129f35bcba2acab355a31ffaaca0afc793f8c4bb91ee90952155d733dc8b,2026-09-20T15:08:21+00:00,unresolved,activity_gap_and_other_conditions_unverified,120,False,,,,,
uniswap-v4,0x61b677a8063bcb7f8fd8671046c10b5a3cf3c1461ab1cfc8d56348f17712780a,2026-09-20T15:09:29+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xe9d38c4e37383dfbc75c1b54a74ee78c4b84dcfe2f6dc418537075a3e106ce8c,2026-09-20T15:09:31+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0x0cded25659c22a56be7c60e2c71b375ab42706467047524195099369f4502952,2026-09-20T15:11:23+00:00,unresolved,activity_gap_and_other_conditions_unverified,2,False,,,,,
uniswap-v4,0x1416ede7414f9ba3503a0976f1d425288653e54fa0743dee668b16917a98b6c0,2026-09-20T15:11:25+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xcd68d0d3319a91927e8090b396eafcd15309c27341a2239d566e8f7d7a417d0b,2026-09-20T15:12:13+00:00,excluded,positive_lp_share_withdrawal_succeeded,2638,False,,,,,
uniswap-v4,0xf22eec4b8e896827bac46b1fb576d116eed17663c39371e23864dd6373b824e1,2026-09-20T15:12:13+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0x498fb16486615afecd245a345480b0f17d60c5846f39df085b8e9bbca0bd461d,2026-09-20T15:12:39+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x8bfdc0c7d5b47fb99098c3988b58c407886dcfdabd95ce6a6c4d3a7f60d3e212,2026-09-20T15:12:51+00:00,unresolved,activity_gap_and_other_conditions_unverified,5,False,,,,,
uniswap-v4,0x3592e6811b4c9436346ed52312f4b2f91fb53001f427d53b7fb69f48d85617ab,2026-09-20T15:13:53+00:00,unresolved,activity_gap_and_other_conditions_unverified,256,False,,,,,
uniswap-v4,0xd4f8433c8e0eb4d1fa645e671c0046a7d8587cf019f642c7217311b1b8a5c435,2026-09-20T15:13:59+00:00,unresolved,activity_gap_and_other_conditions_unverified,129,False,,,,,
uniswap-v4,0xfe369c2454cff23744314061c5572baaa63294f312109daf13c79c06bde73cc9,2026-09-20T15:14:03+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x0e1522cfcdd00b91ad1e3beef48a70f1e62be5d78b6d9e48a175b265c4992184,2026-09-20T15:14:05+00:00,unresolved,activity_gap_and_other_conditions_unverified,116,False,,,,,
uniswap-v4,0x896d75018f13e9fa4463430b0a7f4ae8d0e19b08e6fb5d447d1afdc82445cf67,2026-09-20T15:14:09+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xbd72b787860d763a2ad04b34959ef16a68007d58082ddf7d289d76fe1c1fbbe2,2026-09-20T15:14:57+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0x156d0725d27e836f1efbee4de824dca8b3d9e6bdb87e1667171ec4bd80e351d0,2026-09-20T15:15:15+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0x255a1de477b3210e34348ba59f9df1f98af082bfed94857f5837fb1e72ed9d3a,2026-09-20T15:15:17+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0x9c8551c683eed35573f7b865a8f0b3a1f05750e8693603ca9b713175f8a31705,2026-09-20T15:15:29+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xccc82cae81b4ceefd2448f14b122f4f6b061471a1ac67b43b24cdffc29261ccf,2026-09-20T15:15:33+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x84cbabe8417d4cfdcbce5320d2ab65d1c0374f2968279f51e87f449adf8d9db3,2026-09-20T15:16:47+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x5339a8397602bc396b96f1da449f84c959aff6535afd1576c168a7fa10e364a1,2026-09-20T15:16:49+00:00,unresolved,activity_gap_and_other_conditions_unverified,2,False,,,,,
uniswap-v4,0x2c5d267acea65c8e1af203642250d7b5f0750968c3edf026d44dc9f274f7eceb,2026-09-20T15:17:13+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xa7f81d62678b56022eb05d54fa18e9d5d249fb065d34c9de90e4c62c381786ce,2026-09-20T15:18:01+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x99d68affcf3c2b1e562f480cc929be6fe7df6cc8bf7eb2df2ebb8f7209e32ad8,2026-09-20T15:18:03+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x7552c01573b00ba114fa263ef0d91e41564c4599828491595ed42f0812deb040,2026-09-20T15:18:57+00:00,unresolved,activity_gap_and_other_conditions_unverified,31,False,,,,,
uniswap-v4,0xc33fc97c7e54f495566b868d6a37b84b9ba31035c7ed368c752b4eb90cb53f5c,2026-09-20T15:19:01+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xf645c2c7f532b59344db683960a8fcc5f0ae77e35f22ed8a2a673a0adbeb4cce,2026-09-20T15:19:23+00:00,unresolved,activity_gap_and_other_conditions_unverified,2,False,,,,,
uniswap-v4,0x01872715fee4b4e75b019041455eebb3a8d01555ead8be997bde4def73f5748b,2026-09-20T15:19:39+00:00,unresolved,activity_gap_and_other_conditions_unverified,2,False,,,,,
uniswap-v4,0x0fce55edbcfd8df349e6b01c639f996f0c2c6cf9029b923c142c63d36fabe5eb,2026-09-20T15:20:09+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x29f8c0a82c6812e7f48cfc434286d86f029a5ae54dd74a6d54e7d808cb983105,2026-09-20T15:20:21+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xd9a5d179223e5784dca8eaf6bec0ace312b63472e99545d89eecf40efc3899a8,2026-09-20T15:20:29+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x2377627b0f2ba4e4318be9968192fe4eab3748ed50a94e47d2e78e3b3aa60e7f,2026-09-20T15:20:37+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x79907d757ff0ce2f5dcb1e1e1811edf6ac5a864af9e8c9040a7965cfb3cc2156,2026-09-20T15:20:51+00:00,unresolved,activity_gap_and_other_conditions_unverified,227,False,,,,,
uniswap-v4,0x69f65a0f0482347ed9126609fba623762e0e49945a6f4769e760c31fd97bfaec,2026-09-20T15:21:15+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xe2d58c1ba69254ad3a58215f6f78f7d728d4ffae417cd4e9cedf3d4f70697e27,2026-09-20T15:21:31+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x92e3fd833409e63e512451aa9499dc56e23512eddeb564907157806bce9fe7f5,2026-09-20T15:22:13+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xe4f9098e1ebdfbe417f5c0312fd37bfc3b2f344568fa40268227102d51826b16,2026-09-20T15:22:15+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x5a5034b0fdbbc774d6d4b810661f254325e397a77b857de481b423f4ac50a4ef,2026-09-20T15:22:21+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xa988374ebf2b79c35e65364f0c11fd054259f197134e5f67c65d88bc480b4ae8,2026-09-20T15:22:31+00:00,unresolved,activity_gap_and_other_conditions_unverified,5,False,,,,,
uniswap-v4,0x592148a20a792f888e6eb1e1d8118edf816d3127d3da2e6240c8936c9faa3b04,2026-09-20T15:22:37+00:00,unresolved,activity_gap_and_other_conditions_unverified,3,False,,,,,
uniswap-v4,0xdd838ecaf907c196aef7d4b14c26aeb935aaa9838f7545fba4e3d28b97727a0e,2026-09-20T15:22:41+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x3acfc45ce1c49540ae1c9ca0fed9dfd85b53402149c6d547b48341666ade6960,2026-09-20T15:24:21+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x1bd24fe4fc23c0960f338095e3fb184c4b0633f5c3d5650ea02673d3cc3df8a3,2026-09-20T15:24:41+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x4157e62e178f224406f7db824b1a181aeb8fd7e4e3353867c549e081331ea483,2026-09-20T15:24:45+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x4ca160a701ed9e628c1c25b58a4b94acc830860db4de38805941b4049e79ba9b,2026-09-20T15:25:07+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x70ea17fa4571f21626506781b3f2ea660becd4ef861cd24d95fa1ceff1f9d973,2026-09-20T15:25:07+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xdb1d4d8d21a5ffa22a6d71edf43561d7b18ffa3bdf4d28d8b5e66dc5fd06a943,2026-09-20T15:25:11+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x6ecde5d666afb8fc3f01bbc1bddf8ac2e91919e1e7bda7835348c3feaed03673,2026-09-20T15:25:29+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x5827ff8f8dd468032b0dbaae66eed0ef1712fa05d452fa5fc0fcf99598b66bda,2026-09-20T15:25:33+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x1fb6c3bd8a8059bdc0089cbd3ce4cdd7f33427473ae0477a0d8d4c84debf3652,2026-09-20T15:26:07+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
